filename	drive_url
shipping containers	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
industrial	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
Safe Together	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
interface	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
2024-08-07 08:36	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
Summary	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
The Outcome	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
"Container Terminal with Environmental Management Summary"	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO	https://drive.google.com/drive/u/0/folders/1mjVKwY4_J1k1oMh9m62BVlgvnKVefDdO
Non Interactive	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Raster Image Design	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
training	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
learning	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
presentation	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
education	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Training	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Education	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
safety	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Presentation	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
DP World	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
environmental management plan	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
environmental impact assessment	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
DPW_EIAandPEM_Slide03_NonInteractive.JPG	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Environmental Impact Assessment	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Project Environmental Management Plans	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Course Objectives	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
EIA	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Environmental Management Plan	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Conditions of Consent	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Case Studies	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Construction Workers	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Safety Gear	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Learning	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
"Environmental Impact Assessment Training Session"	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
project environmental management plans	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Safety	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Helmet	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
High-Visibility Clothing	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
2024-07-12 14:24	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg	https://drive.google.com/drive/u/0/folders/1OGiX6FDuXwZnihUc8GCiwKQcL9TWSNdg
Non Interactive	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
Vector Design	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
online learning	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
Online Learning	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
paper plane	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
DP World	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
DPW_FraudRisk_Objectives-min.png	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
Fraud Risk Assessment Training	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
Intro and Objectives	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
identify fraud risks	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
impact on reputation	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
financial loss	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
assess severity	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
anti-fraud controls	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
Fraud Risk Management Framework	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
training course	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
target graphic	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
2024-08-07 08:41	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
blue and red color scheme	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
"Online Fraud Risk Assessment Training Slide"	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
dart board	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx	https://drive.google.com/drive/u/0/folders/1dMuZJkeY8Rcm8oNccQoyhhCBP7ZGyKtx
Non Interactive	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
Vector Design	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
training module	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
employee responsibility	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
workplace ethics	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
DP World	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
DPW_WorkPlaceEthics_Slide45_NonInteractive.JPG	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
corporate policy	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
anti-bribery	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
influence actions	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
unethical conduct	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
negative impact on society	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
political instability	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
social insecurity	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
weakens institutions	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
distorts markets	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
strict prohibition	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
zero tolerance policy	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
political donations	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
"Anti-Bribery Training Slide"	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
bribery definition	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
funds misuse	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
Workplace Ethics	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
Corporate Policy	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
2024-07-12 14:00	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw	https://drive.google.com/drive/u/0/folders/1iGY3ipHXx-vK7d7kWZLLFL4hCQ_4pUpw
Non Interactive	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
Vector Design	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
Completion Page	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
online learning	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
interactive learning	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
education	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
office environment	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
Education	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
Online Learning	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
DP World	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
certificate program	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
information security	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
computer desk	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
DPW_ISA_Completion-min.png	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
congratulations	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
"Completion of Information Security Awareness Course"	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
Congratulations	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
isometric	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
Interactive Learning	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
2024-08-07 08:41	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
cybersecurity course	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
training completion	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
woman studying	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
virtual course	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR	https://drive.google.com/drive/u/0/folders/1NNpFJiHiasTLygsAMOjMjU71nKZ2Z1AR
Non Interactive	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Vector Design	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
educational material	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
presentation slide	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
workplace ethics	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
professional conduct	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
work environment	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
DPW_WorkPlaceEthics_Slide13b_NonInteractive.JPG	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
bullying	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
harassment	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
abuse in the workplace	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
employee well-being	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
dignity and respect	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
corporate policy	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
staff treatment	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
"Addressing Bullying and Harassment in Workplace Ethics Training"	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Presentation Slide	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Workplace Ethics	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Bullying	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Harassment	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Abuse in the Workplace	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Employee Well-being	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Dignity and Respect	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Corporate Policy	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Staff Treatment	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Educational Material	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
ethical guidelines	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
anti-bullying measures	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
anti-harassment measures	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
2024-07-12 13:57	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL	https://drive.google.com/drive/u/0/folders/1vFH4vaBBEhtl5XO5ovk5vEi4ZwhoSmCL
Non Interactive	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
Raster Image Design	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
technology	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
learning	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
presentation	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
happy	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
education	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
Education	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
nutrition	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
child	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
science	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
branding	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
Presentation	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
ILLUMA_TheScienceBehindIlluma_Slide07_NonInteractive.JPG	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
Learning	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
health benefits	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
microscope	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
research	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
laboratory	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
biology	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
"Exploring the Science of Illuma"	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
Science	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
Nutrition	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
discovery	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
curiosity	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
study	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
scientific exploration	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
2024-07-12 11:57	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc	https://drive.google.com/drive/u/0/folders/19XL26QLZ3Hgxt8j8KnHI_1savGLo5zYc
Non Interactive	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
Raster Image Design	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
presentation slide	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
Illuma	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
illuma	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
ILLUMA_TheScienceBehindIlluma_Slide05_NonInteractive.JPG	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
breast milk features	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
baby bottles	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
breast pump	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
infant nutrition	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
feeding	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
milk storage	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
lactation	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
science behind baby formula	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
ILLUMA	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
baby care products	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
Presentation Slide	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
"Presentation Slide on Breast Milk Features and Infant Nutrition"	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
2024-07-04 15:18	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT	https://drive.google.com/drive/u/0/folders/1izIgfqzWqWiWPX7FyHaBLUsfwvR6kTyT
Non Interactive	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
Raster Image Design	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
interactive learning	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
learning objectives	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
immunity	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
gut health	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
ILLUMA_TheScienceBehindIlluma_Slide03_NonInteractive.JPG	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
illumina	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
light bulb	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
hand	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
breast milk nutrition	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
baby formula	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
educational module	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
"Educational Module on Infant Nutrition and Health"	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
Learning Objectives	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
2024-07-04 15:17	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L	https://drive.google.com/drive/u/0/folders/17l2A76c6IiErgd_pzb3A3XRCXTuu4D2L
Interactive	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
Tap and Reveal	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
Vector Design	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
presentation	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
infographic	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
slide	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
Bdi Orientation Slide09 Tap.mp4	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
professional development	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
Presentation	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
BDI	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
Board Directorship	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
board directorship	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
Slide	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
membership	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
categories	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
associate	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
member	https://drive.google.com/drive/u/0/folders/1WHM8K4VEf4viza4-c5WmC7XI_V96KVJU
